Date,equity
2024-07-07,5352.060437490678
2024-07-08,5358.502092450637
2024-07-09,5361.678300710573
2024-07-10,5395.322567014729
2024-07-11,5342.831435223117
2024-07-12,5361.831339685271
2024-07-13,5364.137217340087
2024-07-14,5367.160022253856
2024-07-15,5380.035776732317
2024-07-16,5393.64255451477
2024-07-17,5310.513501055582
2024-07-18,5291.798505303675
2024-07-19,5265.318125689595
2024-07-20,5266.081284191367
2024-07-21,5267.503943215332
2024-07-22,5299.870493609383
2024-07-23,5290.747914182537
2024-07-24,5193.245883693136
2024-07-25,5165.702719583724
2024-07-26,5198.437115845047
2024-07-27,5197.824973328461
2024-07-28,5198.68136811238
2024-07-29,5203.566943467258
2024-07-30,5176.699188693104
2024-07-31,5245.853572601415
2024-08-01,5192.30093424698
2024-08-02,5142.095963738497
2024-08-03,5136.865700947749
2024-08-04,5130.46397702849
2024-08-05,5083.480370239499
2024-08-06,5078.941177236327
2024-08-07,5074.623041563713
2024-08-08,5084.14442274846
2024-08-09,5088.244595744211
2024-08-10,5088.244595744211
2024-08-11,5088.244595744211
2024-08-12,5119.436741535599
2024-08-13,5132.008932880723
2024-08-14,5116.053282682643
2024-08-15,5104.980013867004
2024-08-16,5110.54296867571
2024-08-17,5120.091942203612
2024-08-18,5116.930542728043
2024-08-19,5132.54470531734
2024-08-20,5122.663491284923
2024-08-21,5139.329610080447
2024-08-22,5129.16186600557
2024-08-23,5186.593105215557
2024-08-24,5201.879122018418
2024-08-25,5197.027692428454
2024-08-26,5178.787814726385
2024-08-27,5121.133985648214
2024-08-28,5117.070231514933
2024-08-29,5111.275209483872
2024-08-30,5107.613647257625
2024-08-31,5100.491632868613
2024-09-01,5071.465382734006
2024-09-02,5103.111526051528
2024-09-03,5027.99313844654
2024-09-04,5046.2393592151675
2024-09-05,5023.518426794373
2024-09-06,4952.627670907205
2024-09-07,4964.30962758993
2024-09-08,4974.542998384871
2024-09-09,5020.004048430928
2024-09-10,5041.230949727879
2024-09-11,5054.584992814617
2024-09-12,5082.348741342957
2024-09-13,5116.95580003349
2024-09-14,5108.064532553924
2024-09-15,5082.544340852929
2024-09-16,5074.0646343801645
2024-09-17,5086.895087324602
2024-09-18,5089.524310308959
2024-09-19,5159.631037049063
2024-09-20,5174.781747858734
2024-09-21,5187.4553709377615
2024-09-22,5175.543016725813
2024-09-23,5188.528631514164
2024-09-24,5226.233892463229
2024-09-25,5197.050445950114
2024-09-26,5252.702800448085
2024-09-27,5255.502031916663
2024-09-28,5251.727050588532
2024-09-29,5251.187550837346
2024-09-30,5222.743880472979
2024-10-01,5136.918349683106
2024-10-02,5113.380431567025
2024-10-03,5097.720226919951
2024-10-04,5154.248758907347
2024-10-05,5153.558772219452
2024-10-06,5168.778445259318
2024-10-07,5122.718901529437
2024-10-08,5162.098767356359
2024-10-09,5154.856923361011
2024-10-10,5150.17101110564
2024-10-11,5188.295658379404
2024-10-12,5200.546052011683
2024-10-13,5199.520377146207
2024-10-14,5272.758674439795
2024-10-15,5263.347824989128
2024-10-16,5278.766970001381
2024-10-17,5238.616657379083
2024-10-18,5275.569855624013
2024-10-19,5283.963675114207
2024-10-20,5311.992064639807
2024-10-21,5256.815604691063
2024-10-22,5259.515040331116
2024-10-23,5198.147037112464
2024-10-24,5254.389807575672
2024-10-25,5213.84736756027
2024-10-26,5231.280301157635
2024-10-27,5249.031690144447
2024-10-28,5265.519302282595
2024-10-29,5319.3832687600225
2024-10-30,5301.31400246671
2024-10-31,5193.564308072405
2024-11-01,5170.641767144668
2024-11-02,5166.550211871768
2024-11-03,5153.539661768947
2024-11-04,5156.1543716286105
2024-11-05,5232.4668614109305
2024-11-06,5357.1390067471175
2024-11-07,5477.837409670095
2024-11-08,5527.633263849706
2024-11-09,5554.8197349808215
2024-11-10,5602.759493137995
2024-11-11,5677.5701413635725
2024-11-12,5593.754737392413
2024-11-13,5578.043598479603
2024-11-14,5518.62249597047
2024-11-15,5485.1353345664165
2024-11-16,5482.870832415702
2024-11-17,5509.980574957825
2024-11-18,5565.135250296997
2024-11-19,5589.37490555938
2024-11-20,5583.149971811372
2024-11-21,5700.831259455152
2024-11-22,5707.585802729248
2024-11-23,5708.329240349515
2024-11-24,5700.56895245156
2024-11-25,5709.00899635493
2024-11-26,5694.711793115008
2024-11-27,5763.6075305356
2024-11-28,5746.4255190282865
2024-11-29,5810.280947128078
2024-11-30,5811.506434796209
2024-12-01,5814.697218189228
2024-12-02,5812.605726279743
2024-12-03,5810.79190468253
2024-12-04,5898.192334788753
2024-12-05,5887.291017913658
2024-12-06,5953.958951763005
2024-12-07,5955.711045912153
2024-12-08,5958.918280969127
2024-12-09,5841.058766381325
2024-12-10,5804.652437420316
2024-12-11,5894.973241111545
2024-12-12,5846.490224328942
2024-12-13,5844.953804834798
2024-12-14,5832.286864652
2024-12-15,5860.146339173746
2024-12-16,5891.208311055206
2024-12-17,5874.296408193247
2024-12-18,5675.5411444748315
2024-12-19,5605.414855129256
2024-12-20,5643.659612003834
2024-12-21,5605.593576797467
2024-12-22,5587.3704472574345
2024-12-23,5636.205165514339
2024-12-24,5711.368726261783
2024-12-25,5714.826851500348
2024-12-26,5665.946547099141
2024-12-27,5609.538158874205
2024-12-28,5638.5209300466195
2024-12-29,5617.935479520592
2024-12-30,5582.7551379617435
2024-12-31,5558.70666529525
2025-01-01,5572.107899479767
2025-01-02,5613.787163888049
2025-01-03,5690.013053574372
2025-01-04,5695.791746812542
2025-01-05,5688.483968191183
2025-01-06,5802.918341313723
2025-01-07,5582.7373309972245
2025-01-08,5536.025395556773
2025-01-09,5454.722731245832
2025-01-10,5459.7501141479515
2025-01-11,5459.742210626875
2025-01-12,5456.846581234072
2025-01-13,5420.48489594719
2025-01-14,5476.735033591014
2025-01-15,5680.811999859245
2025-01-16,5640.081547195827
2025-01-17,5809.218698720699
2025-01-18,5845.331789254167
2025-01-19,5752.60190876382
2025-01-20,5767.8994468474
2025-01-21,5892.899655084634
2025-01-22,5880.064412536365
2025-01-23,5897.867978024023
2025-01-24,5896.323504767895
2025-01-25,5899.198673288724
2025-01-26,5827.726768578623
2025-01-27,5703.901808152832
2025-01-28,5685.709054178679
2025-01-29,5720.57815591411
2025-01-30,5819.721556687436
2025-01-31,5749.59050141743
2025-02-01,5622.731979712273
2025-02-02,5498.564212243096
2025-02-03,5595.980716217372
2025-02-04,5518.638498805651
2025-02-05,5481.294897992075
2025-02-06,5453.796249495735
2025-02-07,5416.848613616296
2025-02-08,5449.003425957025
2025-02-09,5452.626822879613
2025-02-10,5505.457277350281
2025-02-11,5452.400458593183
2025-02-12,5491.909600158235
2025-02-13,5504.040642591931
2025-02-14,5555.277576227514
2025-02-15,5528.809277465019
2025-02-16,5477.633396422591
2025-02-17,5434.874285276311
2025-02-18,5385.173882457088
2025-02-19,5375.801591868927
2025-02-20,5367.500952559013
2025-02-21,5307.0291093243595
2025-02-22,5310.606516872682
2025-02-23,5312.1021514714175
2025-02-24,5271.04391818672
2025-02-25,5240.1733309086985
2025-02-26,5240.04717871263
2025-02-27,5163.190081803191
2025-02-28,5201.902920708234
2025-03-01,5202.657653036964
2025-03-02,5218.893377413071
2025-03-03,5152.300367835416
2025-03-04,5138.902518770786
2025-03-05,5171.480050286179
2025-03-06,5102.737330527139
2025-03-07,5106.674668980898
2025-03-08,5106.674668980898
2025-03-09,5106.674668980898
2025-03-10,5061.835339375721
2025-03-11,5054.484560288746
2025-03-12,5056.0387448807805
2025-03-13,5053.2851714024955
2025-03-14,5061.457425542303
2025-03-15,5061.457425542303
2025-03-16,5061.457425542303
2025-03-17,5066.4319258344085
2025-03-18,5062.696880646549
2025-03-19,5069.038563938203
2025-03-20,5067.7331470084755
2025-03-21,5065.97357633273
2025-03-22,5065.97357633273
2025-03-23,5065.97357633273
2025-03-24,5071.704415177188
2025-03-25,5073.185099740209
2025-03-26,5066.236446540224
2025-03-27,5065.6117182586795
2025-03-28,5059.744586221445
2025-03-29,5059.744586221445
2025-03-30,5059.744586221445
2025-03-31,5070.000727214019
2025-04-01,5151.7801985942
