date,estimated-transaction-volume-usd
2011-10-08,323812.405924202
2011-10-12,289729.916742614
2011-10-16,262120.015882619
2011-10-20,252299.326538468
2011-10-24,408246.365240596
2011-10-28,409362.198198977
2011-11-01,364502.895724076
2011-11-05,314611.380298243
2011-11-09,906998.193823093
2011-11-13,212630.261097518
2011-11-17,8011693.71772681
2011-11-21,11550958.9906883
2011-11-25,469794.929392377
2011-11-29,7939371.76108426
2011-12-03,11571331.9549878
2011-12-07,17625150.6143183
2011-12-11,943117.497473611
2011-12-15,494798.540293355
2011-12-19,582248.419855939
2011-12-23,448283.796461561
2011-12-27,403104.173694993
2011-12-31,384181.599691138
2012-01-04,749546.240210008
2012-01-08,793834.343762752
2012-01-12,930071.668495901
2012-01-16,1155826.01149403
2012-01-20,815380.861875807
2012-01-24,1083628.089298
2012-01-28,638920.961055081
2012-02-01,937948.18716031
2012-02-05,712632.793326838
2012-02-09,525363.000730939
2012-02-13,1249668.8685039
2012-02-17,892942.321258268
2012-02-21,584084.917376865
2012-02-25,871111.254412448
2012-02-29,595104.641079619
2012-03-04,446400.491682323
2012-03-08,632341.440017053
2012-03-12,609927.412286286
2012-03-16,814140.252390682
2012-03-20,873378.858160288
2012-03-24,524181.999744316
2012-03-28,714431.027174953
2012-04-01,482191.024836737
2012-04-05,669644.455746416
2012-04-09,1740391.61965584
2012-04-13,1040506.04099636
2012-04-17,890218.107085534
2012-04-21,1064328.23087649
2012-04-25,1057405.46403475
2012-04-29,856573.685652331
2012-05-03,858768.393890214
2012-05-07,1159371.66537322
2012-05-11,1386243.60470554
2012-05-15,1296107.01251562
2012-05-19,1012393.1227444
2012-05-23,1245349.21130298
2012-05-27,1113589.66758529
2012-05-31,2723269.22981963
2012-06-04,1818155.42660163
2012-06-08,1442372.15249667
2012-06-12,1550226.85745057
2012-06-16,1711206.54740467
2012-06-20,2099456.75684594
2012-06-24,1897711.77738052
2012-06-28,1541720.63224732
2012-07-02,1818012.11238643
2012-07-06,1415221.70651341
2012-07-10,2096129.59770286
2012-07-14,2195416.32252747
2012-07-18,3000925.43114379
2012-07-22,1929971.61790449
2012-07-26,2482655.25196392
2012-07-30,2586588.19812753
2012-08-03,3106550.06685142
2012-08-07,2744918.61819045
2012-08-11,2055264.37329574
2012-08-15,3166957.58207304
2012-08-19,13229698.7764277
2012-08-23,3824176.38409345
2012-08-27,4337930.33987476
2012-08-31,5311728.57556571
2012-09-04,3463332.64603999
2012-09-08,2932258.38572519
2012-09-12,3763888.14575047
2012-09-16,4062643.1225367
2012-09-20,4754769.34029782
2012-09-24,4533834.31562086
2012-09-28,4385603.57109052
2012-10-02,4956439.90753772
2012-10-06,2317835.17448837
2012-10-10,2946162.48675345
2012-10-14,2203226.87961337
2012-10-18,3388915.94272883
