date,hash-rate
2011-06-30,12.4093637139252
2011-07-04,11.2438433651035
2011-07-08,11.4216858394628
2011-07-12,11.188590210086
2011-07-16,12.3540683569699
2011-07-20,12.0198487388041
2011-07-24,14.7936599862205
2011-07-28,14.0371660096524
2011-08-01,16.431116869293
2011-08-05,12.9571093026425
2011-08-09,12.4876488206627
2011-08-13,12.0181883386829
2011-08-17,11.5792819314549
2011-08-21,13.0154719384571
2011-08-25,11.4895200560173
2011-08-29,11.2202344297044
2011-09-02,14.3165311122368
2011-09-06,13.2560473261452
2011-09-10,12.6374317842584
2011-09-14,13.2639252302093
2011-09-18,14.5728652200325
2011-09-22,13.0893998982328
2011-09-26,11.954985240386
2011-09-30,10.3292040558972
2011-10-04,10.9170449371271
2011-10-08,10.83306766838
2011-10-12,9.99329498090868
2011-10-16,8.97708003840482
2011-10-20,7.51739222728209
2011-10-24,8.97708003840482
2011-10-28,7.44440783672595
2011-11-01,8.73436486000387
2011-11-05,8.97366252740123
2011-11-09,10.1103264475387
2011-11-13,8.79418927685321
2011-11-17,8.59551078000283
2011-11-21,8.00271693310608
2011-11-25,7.70632000965771
2011-11-29,8.23983447186478
2011-12-03,8.132965581692
2011-12-07,7.97030627005816
2011-12-11,7.86186672896894
2011-12-15,7.06232384270858
2011-12-19,8.67000731909753
2011-12-23,8.72742458611142
2011-12-27,9.1680048812832
2011-12-31,9.28332569739997
2012-01-04,8.87970284099127
2012-01-08,9.28332569739997
2012-01-12,10.3211337404744
2012-01-16,9.82372970478891
2012-01-20,8.58021961557513
2012-01-24,8.77601647007213
2012-01-28,10.076167058231
2012-02-01,8.77601647007213
2012-02-05,9.3272398828152
2012-02-09,9.87590105239257
2012-02-13,10.0816489909841
2012-02-17,9.73873575999822
2012-02-21,8.75729367404835
2012-02-25,11.42553159036
2012-02-29,12.7254423701015
2012-03-04,9.67397724650567
2012-03-08,11.6087726958068
2012-03-12,12.5761704204574
2012-03-16,10.6507281967033
2012-03-20,11.0231312805041
2012-03-24,12.810666082748
2012-03-28,11.8424180648659
2012-04-01,12.1284618185812
2012-04-05,9.62191304274106
2012-04-09,12.209318230705
2012-04-13,9.88325160797756
2012-04-17,11.1382676851811
2012-04-21,11.5304602093072
2012-04-25,10.8245136658802
2012-04-29,12.4487382935262
2012-05-03,12.4487382935262
2012-05-07,12.8237002903192
2012-05-11,10.5974601790129
2012-05-15,11.2867258817129
2012-05-19,12.5790990742755
2012-05-23,10.4251437533379
2012-05-27,12.9712135181187
2012-05-31,11.5475437417398
2012-06-04,11.9430075685117
2012-06-08,11.7057292724486
2012-06-12,11.0180276735338
2012-06-16,12.5920316268957
2012-06-20,11.6726201299773
2012-06-24,12.0159324867414
2012-06-28,11.5867920407863
2012-07-02,13.8183223597526
2012-07-06,13.3209874109609
2012-07-10,13.1468568565692
2012-07-14,12.9727263021776
2012-07-18,14.009601065922
2012-07-22,12.8962552858487
2012-07-26,16.5146290710868
2012-07-30,18.730041758676
2012-08-03,17.5151201310862
2012-08-07,15.0852768759066
2012-08-11,15.996468096599
2012-08-15,18.623360014449
2012-08-19,17.2075490191985
2012-08-23,17.9699087858719
2012-08-27,18.0774253068439
2012-08-31,17.3494752944877
2012-09-04,15.5296002635974
2012-09-08,18.7490590191164
2012-09-12,18.8829808692529
2012-09-16,20.0882775204818
2012-09-20,20.9294479443629
2012-09-24,22.2108427164667
2012-09-28,23.3498602916702
2012-10-02,19.3632987784582
2012-10-06,21.5621828335442
2012-10-10,22.6251073394231
2012-10-14,20.9547974016134
2012-10-18,23.672520961597
2012-10-22,25.3525063201619
2012-10-26,24.5888766117233
2012-10-30,24.4748066399431
2012-11-03,23.4892439564555
2012-11-07,25.7888902179266
2012-11-11,21.6823790367281
2012-11-15,22.7748759110447
2012-11-19,20.5978657136654
2012-11-23,24.2820368169227
2012-11-27,25.9842619294715
2012-12-01,27.3518546626016
2012-12-05,20.5138909969512
2012-12-09,22.2233819133638
2012-12-13,22.7844398482441
2012-12-17,21.1091133888144
2012-12-21,20.2714501590996
2012-12-25,20.6065154509855
2012-12-29,19.8478843099254
2013-01-02,23.1064921817042
2013-01-06,21.0328326269359
2013-01-10,23.5842539588777
2013-01-14,24.8765418470353
2013-01-18,20.1919982524637
2013-01-22,20.6766062105229
2013-01-26,22.1367933340868
2013-01-30,21.3989002229506
2013-02-03,24.3504726674955
2013-02-07,24.0979857085511
2013-02-11,25.8890522139163
2013-02-15,28.6570640858445
2013-02-19,30.1278002487238
2013-02-23,29.4018291583931
2013-02-27,36.8430328342827
2013-03-03,33.0035006440194
2013-03-07,33.0035006440194
2013-03-11,40.3858626301816
2013-03-15,40.9662339897429
2013-03-19,47.472635858702
2013-03-23,50.6053478696824
2013-03-27,41.9392675675285
2013-03-31,52.2576587944602
2013-04-04,53.2562127841633
2013-04-08,64.4611452380131
2013-04-12,65.9868528176111
2013-04-16,69.8011217666059
2013-04-20,64.6866278222469
2013-04-24,78.0700680613325
2013-04-28,74.501150664243
2013-05-02,72.1289139986682
2013-05-06,81.6459234846036
2013-05-10,83.649504429011
2013-05-14,81.7498729685886
2013-05-18,81.7498729685886
2013-05-22,92.3161830801749
2013-05-26,97.2680490550696
2013-05-30,102.101244039172
2013-06-03,126.267218959687
2013-06-07,124.897393540757
2013-06-11,136.533796665672
2013-06-15,136.533796665672
2013-06-19,120.169967894673
2013-06-23,169.1993147957
2013-06-27,159.585717364126
2013-07-01,162.269499322626
2013-07-05,187.723538432058
2013-07-09,213.177577541489
2013-07-13,196.385104274522
2013-07-17,219.795249154928
2013-07-21,253.609902871071
2013-07-25,212.869496544479
2013-07-29,257.929462966303
2013-08-02,295.220469660226
2013-08-06,351.314048013107
2013-08-10,369.902092881525
2013-08-14,388.972530725659
2013-08-18,497.581743850356
2013-08-22,525.365496045046
2013-08-26,532.757874562586
2013-08-30,634.079924326022
2013-09-03,604.663845362444
2013-09-07,704.398591759124
2013-09-11,868.614214377815
2013-09-15,1024.57958056223
2013-09-19,1091.76512682861
2013-09-23,1237.33381040575
2013-09-27,1302.02028851433
2013-10-01,1449.97713948187
2013-10-05,1560.94477770752
2013-10-09,1721.88761457957
2013-10-13,2154.71182370886
2013-10-17,2382.30967540873
2013-10-21,2675.10751260981
2013-10-25,3194.15822401171
2013-10-29,3051.00854399733
2013-11-02,4216.99907036574
2013-11-06,4114.54971624979
2013-11-10,4266.94044648126
2013-11-14,4292.33890151984
2013-11-18,4968.79792970165
2013-11-22,5029.39302640533
2013-11-26,4968.79792970165
2013-11-30,5626.47303819572
2013-12-04,6224.28579850402
2013-12-08,6294.61671148146
2013-12-12,7495.62480414846
2013-12-16,8714.79269397984
2013-12-20,9121.1819905903
2013-12-24,9744.8657343946
2013-12-28,9627.45771349828
2014-01-01,11740.802089632
2014-01-05,12692.3566721614
2014-01-09,12762.8697647845
2014-01-13,18058.6488747028
2014-01-17,13610.7058021159
2014-01-21,15300.924169699
2014-01-25,16903.7992186766
2014-01-29,17230.9695261348
2014-02-02,19412.1049091899
2014-02-06,21761.8906024157
2014-02-10,19937.5404920335
2014-02-14,24889.3479344994
2014-02-18,25980.5116973035
2014-02-22,25513.79591831
2014-02-26,28158.5186659398
2014-03-02,28262.4181718192
2014-03-06,30728.2667371457
2014-03-10,31297.3087137595
2014-03-14,29367.8475506144
2014-03-18,30635.5244233027
2014-03-22,37185.1882655261
2014-03-26,39324.9976022039
2014-03-30,37084.9660932176
2014-04-03,51769.6170965723
2014-04-07,44415.1321567057
2014-04-11,45327.7718585558
2014-04-15,59321.5806202576
2014-04-19,56547.9844196814
2014-04-23,60711.0262174494
2014-04-27,57935.6650189374
2014-05-01,66817.8858733963
2014-05-05,49715.688893896
2014-05-09,66022.4348510939
2014-05-13,74817.9710179175
2014-05-17,80539.3452722289
2014-05-21,78338.8167128784
2014-05-25,78483.2567556605
2014-05-29,68088.1234105399
2014-06-02,93036.4434388293
2014-06-06,86494.3621241971
2014-06-10,103442.581729614
2014-06-14,102858.16036391
2014-06-18,113768.842858603
2014-06-22,129161.098068884
2014-06-26,114438.071346006
2014-06-30,104506.281189491
2014-07-04,133768.039922549
2014-07-08,135440.140421581
2014-07-12,137948.291170128
2014-07-16,142195.843578748
2014-07-20,146504.80853568
2014-07-24,128407.155716566
2014-07-28,126669.524399822
2014-08-01,142503.2149498
2014-08-05,122943.950152769
2014-08-09,169672.521356757
2014-08-13,153980.265046305
2014-08-17,161826.393201531
2014-08-21,199134.596112222
2014-08-25,158833.546899034
2014-08-29,196763.946158505
2014-09-02,194978.303194365
2014-09-06,229065.419137436
2014-09-10,212703.603484762
2014-09-14,252083.49301791
2014-09-18,274326.15416655
2014-09-22,232806.520022423
2014-09-26,260177.353092678
2014-09-30,261900.381921106
2014-10-04,246393.122465251
2014-10-08,225716.776524111
2014-10-12,257517.457245351
2014-10-16,260997.422883802
2014-10-20,240117.629053098
2014-10-24,291583.508500603
2014-10-28,268328.382055769
2014-11-01,286216.940859487
2014-11-05,314993.428436733
2014-11-09,273650.540954412
2014-11-13,287431.503448519
2014-11-17,299243.757014897
2014-11-21,248412.346336535
2014-11-25,256425.647831262
2014-11-29,302502.131425942
2014-12-03,242402.37021549
2014-12-07,242631.420394883
2014-12-11,288373.409485721
2014-12-15,304283.666560796
2014-12-19,243219.983474761
2014-12-23,317755.139700897
2014-12-27,313832.236741627
2014-12-31,313142.288941348
2015-01-04,335365.290092025
2015-01-08,272736.832303755
2015-01-12,358478.281006871
2015-01-16,325690.633353804
2015-01-20,262301.18122454
2015-01-24,264487.024401411
2015-01-28,324166.338971824
2015-02-01,348786.567248165
2015-02-05,301597.796385178
2015-02-09,342533.060667745
2015-02-13,309384.699957963
2015-02-17,342533.060667745
2015-02-21,304964.918529992
2015-02-25,362028.097735547
2015-03-01,348103.940130333
2015-03-05,264558.994499053
2015-03-09,311208.023870146
2015-03-13,327711.479681442
2015-03-17,337142.025859325
2015-03-21,337142.025859325
2015-03-25,385508.770219478
2015-03-29,350673.640380369
2015-04-02,341384.272423273
2015-04-06,317081.150318859
2015-04-10,349035.064692078
2015-04-14,388362.959305269
2015-04-18,326913.123972157
2015-04-22,338442.961883245
2015-04-26,352643.365878346
2015-04-30,314775.62189141
2015-05-04,312624.333322854
2015-05-08,350518.191907442
2015-05-12,374201.85352281
2015-05-16,303150.868676707
2015-05-20,344525.13582465
2015-05-24,342098.902473773
2015-05-28,320262.802315872
2015-06-01,332393.969070261
2015-06-05,335928.179909096
2015-06-09,383242.008065307
2015-06-13,373779.242434065
2015-06-17,350771.513242293
2015-06-21,301367.074757463
2015-06-25,395235.50787864
2015-06-29,336442.885099528
2015-07-03,397837.572161486
2015-07-07,363456.547406789
2015-07-11,356089.184959354
2015-07-15,391009.070859764
2015-07-19,363079.851512638
2015-07-23,378313.971156525
2015-07-27,402809.137596422
2015-07-31,361228.839521953
2015-08-04,374222.682670224
2015-08-08,411296.569970398
2015-08-12,322225.975199739
2015-08-16,385099.336214322
2015-08-20,406057.123219183
2015-08-24,423446.540478744
2015-08-28,401869.646696388
2015-09-01,409960.981864772
2015-09-05,427538.389387399
2015-09-09,399224.588765717
2015-09-13,396393.208703549
2015-09-17,399224.588765717
2015-09-21,389344.072709366
2015-09-25,477831.361961494
2015-09-29,510276.701353941
2015-10-03,459502.348135243
2015-10-07,408110.638146433
2015-10-11,453456.264607148
2015-10-15,493327.875053937
2015-10-19,502407.529196034
2015-10-23,466088.912627646
2015-10-27,478195.118150442
2015-10-31,470388.662470568
2015-11-04,479672.649229855
2015-11-08,433252.715433418
2015-11-12,477906.839865056
2015-11-16,576106.875453766
2015-11-20,520460.188620164
2015-11-24,549490.493161529
2015-11-28,527800.078957785
2015-12-02,531415.147991742
2015-12-06,621791.873840678
2015-12-10,770711.333847596
2015-12-14,692067.320189678
2015-12-18,629152.109263344
2015-12-22,654995.565676021
2015-12-26,864036.70365773
2015-12-30,803647.041574125
2016-01-03,769424.042921966
2016-01-07,743604.444166195
2016-01-11,877866.357696202
2016-01-15,693089.355237507
2016-01-19,839596.048214541
2016-01-23,1008642.23241881
2016-01-27,918901.018160999
2016-01-31,1068073.26136895
2016-02-04,1103874.59973886
2016-02-08,1153414.86436954
2016-02-12,1139086.72940843
2016-02-16,1067446.05460287
2016-02-20,1284099.85113956
2016-02-24,999647.352469403
2016-02-28,1210954.92291009
2016-03-03,1080919.49494659
2016-03-07,1220696.14747152
2016-03-11,1283699.81959909
2016-03-15,1197069.77042369
2016-03-19,1110630.46003795
2016-03-23,1242260.73678319
2016-03-27,1258714.52137634
2016-03-31,1028361.53707217
2016-04-04,1360254.32899737
2016-04-08,1169486.9535892
2016-04-12,1260723.52443658
2016-04-16,1270146.99973955
2016-04-20,1465554.23046307
2016-04-24,1172443.38437046
2016-04-28,1207843.18309188
2016-05-02,1394348.38048107
2016-05-06,1438754.37985945
2016-05-10,1403229.58035675
2016-05-14,1390530.16700974
2016-05-18,1487094.76194097
2016-05-22,1776788.54673466
2016-05-26,1357376.35658448
2016-05-30,1436639.20952372
2016-06-03,1406915.6396715
2016-06-07,1406915.6396715
2016-06-11,1520417.53468438
2016-06-15,1500925.00218843
2016-06-19,1725089.1258919
2016-06-23,1457676.2183949
2016-06-27,1530560.02931465
2016-07-01,1634679.7592
2016-07-05,1538177.1269472
2016-07-09,1580609.5994147
2016-07-13,1379055.35519404
2016-07-17,1580609.5994147
2016-07-21,1411498.38259309
2016-07-25,1400885.61279915
2016-07-29,1560077.15970815
2016-08-02,1555605.72192362
2016-08-06,1676039.71329835
2016-08-10,1525497.22407993
2016-08-14,1645931.21545466
2016-08-18,1664092.25424309
2016-08-22,1718121.2235367
2016-08-26,1426364.78935122
2016-08-30,1810682.89469399
2016-09-03,1382703.30140268
2016-09-07,1668023.03026355
2016-09-11,1799709.05896857
2016-09-15,1728836.79695677
2016-09-19,1493086.32464449
2016-09-23,1526764.96354624
2016-09-27,2026558.28894994
2016-10-01,1882660.65896533
2016-10-05,2002575.35061917
2016-10-09,2056197.68456892
2016-10-13,1644958.14765514
2016-10-17,1606404.44106947
2016-10-21,2107602.62668314
2016-10-25,1752432.967869
2016-10-29,1878507.28210418
2016-11-02,1676788.3793279
2016-11-06,1949214.67726041
2016-11-10,2126416.01155681
2016-11-14,2177044.96421293
2016-11-18,2073243.13718006
2016-11-22,1877125.54312249
2016-11-26,2157293.53463331
2016-11-30,1989192.73972682
2016-12-04,2109770.13119712
2016-12-08,2238066.96349964
2016-12-12,2223811.75991047
2016-12-16,2050571.62855749
2016-12-20,2127660.78752582
2016-12-24,2112242.95573216
2016-12-28,2589949.6705277
2017-01-01,2463610.66220928
2017-01-05,2210932.64557243
2017-01-09,2147763.14141322
2017-01-13,2528855.36111398
2017-01-17,2646087.06659608
2017-01-21,3031276.95603728
2017-01-25,2930146.45884887
2017-01-29,3262229.72418507
2017-02-02,3066886.62692848
2017-02-06,2623276.58868094
2017-02-10,3105959.48099823
2017-02-14,3546669.94789663
2017-02-18,3330515.74407375
2017-02-22,3045669.00280428
2017-02-26,3900209.22661268
2017-03-02,3440072.18302354
2017-03-06,3252505.60193699
2017-03-10,3573175.16832514
2017-03-14,3573175.16832514
2017-03-18,3712647.13922469
2017-03-22,3807236.87525589
2017-03-26,3925474.04529489
2017-03-30,4073274.03319987
2017-04-03,4371318.47465352
2017-04-07,4023599.95962426
2017-04-11,4147785.14356328
2017-04-15,3909321.04724491
2017-04-19,3702204.70037101
2017-04-23,3961100.13396339
2017-04-27,3814281.63369607
2017-05-01,3892124.1160164
2017-05-05,3347226.73977411
2017-05-09,4021861.58655028
2017-05-13,4398136.0431084
2017-05-17,4314627.13089748
2017-05-21,4091936.69833503
2017-05-25,4828620.58576969
2017-05-29,4473139.31565167
2017-06-02,4325022.11976917
2017-06-06,5094943.56098801
2017-06-10,4757530.08012788
2017-06-14,4723788.73204186
2017-06-18,5129905.64429561
2017-06-22,4917633.68660062
2017-06-26,5023769.66544811
2017-06-30,5448313.58083809
2017-07-04,5389830.93070805
2017-07-08,5812562.76841065
2017-07-12,6235294.60611324
2017-07-16,6518885.7883663
2017-07-20,6478892.62402049
2017-07-24,7118783.25355338
2017-07-28,6414280.01814729
2017-08-01,6371518.15135964
2017-08-05,7568850.42141381
2017-08-09,6333394.73736857
2017-08-13,6792336.38500398
2017-08-17,8215055.49267373
2017-08-21,5277828.94780714
2017-08-25,4459277.5076504
2017-08-29,6578538.10534563
2017-09-02,7240807.04212539
2017-09-06,7430760.7659943
2017-09-10,6329907.31918033
2017-09-14,7981187.48940129
2017-09-18,6965995.45167762
2017-09-22,7624199.74632432
2017-09-26,7569349.3884371
2017-09-30,7569349.3884371
2017-10-04,7486251.28872091
2017-10-08,10167893.5413971
2017-10-12,8547734.68040521
2017-10-16,10351762.4275025
2017-10-20,10649226.8650745
2017-10-24,9935312.21490186
2017-10-28,6138789.85774571
2017-11-01,7872095.2293445
2017-11-05,10183169.0581429
2017-11-09,11049821.7439423
2017-11-13,9495610.53578818
2017-11-17,11326906.8534045
2017-11-21,11733861.5906525
2017-11-25,10445729.4715075
2017-11-29,11584046.1446846
2017-12-03,11784925.5575982
2017-12-07,11941671.1962486
2017-12-11,13523349.5003875
2017-12-15,13365181.6699736
2017-12-19,13035760.950516
2017-12-23,12942648.372298
2017-12-27,14525562.2020035
2017-12-31,15177350.2495293
2018-01-04,16127548.7258182
2018-01-08,15935554.0981299
2018-01-12,17087521.8642597
2018-01-16,17608758.1817911
2018-01-20,19712949.4110618
2018-01-24,19491455.5974543
2018-01-28,20445148.5647756
2018-02-01,20703947.9136968
2018-02-05,23938939.775212
2018-02-09,19291612.224166
2018-02-13,23435736.3315795
2018-02-17,21292223.8622277
2018-02-21,25265138.8267172
2018-02-25,25564134.5524772
2018-03-01,24667147.3751973
2018-03-05,24372959.7309369
2018-03-09,23882228.9980992
2018-03-13,25845151.9294498
2018-03-17,24372959.7309369
2018-03-21,26162835.2122593
2018-03-25,23236728.6424672
2018-03-29,26162835.2122593
2018-04-02,27227579.6162083
2018-04-06,24085935.8143381
2018-04-10,28623865.7503728
2018-04-14,26146926.5194725
2018-04-18,30536556.519092
2018-04-22,30536556.519092
2018-04-26,26910340.4324498
2018-04-30,30990335.3016848
2018-05-04,27591395.3008549
2018-05-08,27791332.9479625
2018-05-12,33988897.1882526
2018-05-16,36872803.6163467
2018-05-20,29663037.5461113
2018-05-24,30616246.3183454
2018-05-28,33399541.438195
2018-06-01,35540537.6842331
2018-06-05,42980660.1034435
2018-06-09,35121339.3988139
2018-06-13,35121339.3988139
2018-06-17,38559792.2070893
2018-06-21,42908653.8315633
2018-06-25,39627403.832679
2018-06-29,38112980.7562709
2018-07-03,30929068.6931155
2018-07-07,41594264.7941898
2018-07-11,35995036.8411258
2018-07-15,35461777.0360721
2018-07-19,44021066.1135111
2018-07-23,42733900.4376774
2018-07-27,42991333.5728441
2018-07-31,43474975.9754299
2018-08-04,52051671.9161698
2018-08-08,46432457.3343105
2018-08-12,49230273.0794216
2018-08-16,50183117.0745072
2018-08-20,47642199.754279
2018-08-24,47211617.4407006
2018-08-28,51165065.369764
2018-09-01,50496240.9858456
2018-09-05,44142409.33862
2018-09-09,56874984.6776413
2018-09-13,51641090.3821529
2018-09-17,47105048.6593962
2018-09-21,51200543.8778585
2018-09-25,60089527.1899868
2018-09-29,54045018.5377396
2018-10-03,51556103.2103437
2018-10-07,52623567.2251537
2018-10-11,58923571.7521087
2018-10-15,60035337.2568655
2018-10-19,50702736.5834647
2018-10-23,54987474.8862927
2018-10-27,48560367.4320507
2018-10-31,58201028.6134137
2018-11-04,44285199.6469399
2018-11-08,43213783.5264494
2018-11-12,49999418.9562224
2018-11-16,44946674.6331138
2018-11-20,43657349.0874779
2018-11-24,47295461.5114344
2018-11-28,39027024.1842606
2018-12-02,37704074.2119128
2018-12-06,37892374.8161739
2018-12-10,34804847.9793004
2018-12-14,40979901.6530473
2018-12-18,35766529.4260719
2018-12-22,44422290.5748598
2018-12-26,39853140.68716
2018-12-30,44676132.2352876
2019-01-03,43291796.7608921
2019-01-07,39381569.9566825
2019-01-11,41336683.3587873
2019-01-15,38609293.9848521
2019-01-19,38901788.6362525
