date,n-unique-addresses
2014-07-21,135234.0
2014-07-25,152439.0
2014-07-29,142385.0
2014-08-02,121519.0
2014-08-06,173282.0
2014-08-10,174825.0
2014-08-14,165350.0
2014-08-18,167625.0
2014-08-22,156690.0
2014-08-26,163451.0
2014-08-30,141380.0
2014-09-03,146140.0
2014-09-07,212749.0
2014-09-11,149290.0
2014-09-15,160989.0
2014-09-19,143062.0
2014-09-23,163696.0
2014-09-27,141428.0
2014-10-01,184302.0
2014-10-05,220026.0
2014-10-09,159411.0
2014-10-13,181958.0
2014-10-17,157606.0
2014-10-22,171493.0
2014-10-26,184703.0
2014-10-30,176402.0
2014-11-03,173647.0
2014-11-07,163758.0
2014-11-11,170263.0
2014-11-15,150621.0
2014-11-19,172491.0
2014-11-23,223748.0
2014-11-27,181363.0
2014-12-01,181684.0
2014-12-05,194196.0
2014-12-09,186519.0
2014-12-13,155092.0
2014-12-17,209988.0
2014-12-21,205666.0
2014-12-25,140109.0
2014-12-29,163563.0
2015-01-02,179406.0
2015-01-06,179159.0
2015-01-10,242729.0
2015-01-14,217076.0
2015-01-18,214984.0
2015-01-22,186251.0
2015-01-26,216080.0
2015-01-30,161500.0
2015-02-03,203192.0
2015-02-07,159160.0
2015-02-11,191881.0
2015-02-15,300913.0
2015-02-19,180964.0
2015-02-23,213050.0
2015-02-27,198801.0
2015-03-03,218185.0
2015-03-07,213542.0
2015-03-11,202784.0
2015-03-15,219686.0
2015-03-19,191319.0
2015-03-23,217678.0
2015-03-27,196455.0
2015-03-31,226307.0
2015-04-04,215923.0
2015-04-08,215255.0
2015-04-12,217732.0
2015-04-16,188970.0
2015-04-20,209796.0
2015-04-24,204006.0
2015-04-28,209313.0
2015-05-02,233284.0
2015-05-06,225289.0
2015-05-10,219078.0
2015-05-14,200454.0
2015-05-18,206913.0
2015-05-22,208304.0
2015-05-26,227723.0
2015-05-30,266265.0
2015-06-03,246454.0
2015-06-07,220164.0
2015-06-11,233951.0
2015-06-15,272423.0
2015-06-19,253777.0
2015-06-23,256698.0
2015-06-27,254786.0
2015-07-01,253870.0
2015-07-05,269467.0
2015-07-09,269424.0
2015-07-13,240377.0
2015-07-17,205768.0
2015-07-21,255725.0
2015-07-25,195286.0
2015-07-29,269690.0
2015-08-02,255245.0
2015-08-06,245603.0
2015-08-10,235211.0
2015-08-14,227327.0
2015-08-18,249286.0
2015-08-22,258265.0
2015-08-26,237648.0
2015-08-30,245385.0
2015-09-03,246972.0
2015-09-07,263783.0
2015-09-11,276094.0
2015-09-15,268665.0
2015-09-19,221522.0
2015-09-23,244535.0
2015-09-27,256084.0
2015-10-01,248462.0
2015-10-05,233960.0
2015-10-09,209703.0
2015-10-13,239237.0
2015-10-17,307347.0
2015-10-21,289412.0
2015-10-25,296929.0
2015-10-29,292094.0
2015-11-02,309823.0
2015-11-06,358682.0
2015-11-10,311998.0
2015-11-14,328381.0
2015-11-18,324903.0
2015-11-22,319199.0
2015-11-26,314907.0
2015-11-30,409952.0
2015-12-04,329534.0
2015-12-08,388080.0
2015-12-12,445120.0
2015-12-16,396918.0
2015-12-20,409195.0
2015-12-24,382616.0
2015-12-28,335134.0
2016-01-01,263121.0
2016-01-05,359763.0
2016-01-09,390146.0
2016-01-13,339655.0
2016-01-17,462215.0
2016-01-21,415801.0
2016-01-25,420289.0
2016-01-29,410455.0
2016-02-02,488072.0
2016-02-06,419675.0
2016-02-10,417816.0
2016-02-14,421715.0
2016-02-18,415599.0
2016-02-22,465054.0
2016-02-26,391078.0
2016-03-01,483492.0
2016-03-05,411654.0
2016-03-09,337006.0
2016-03-13,351625.0
2016-03-17,397923.0
2016-03-21,355209.0
2016-03-25,332910.0
2016-03-29,384087.0
2016-04-02,349858.0
2016-04-06,400648.0
2016-04-10,369611.0
2016-04-14,386126.0
2016-04-18,391408.0
2016-04-22,360541.0
2016-04-26,438403.0
2016-04-30,370399.0
2016-05-04,393861.0
2016-05-08,363477.0
2016-05-12,373340.0
2016-05-16,428469.0
2016-05-20,352825.0
2016-05-24,407284.0
2016-05-28,378992.0
2016-06-01,411100.0
2016-06-05,370336.0
2016-06-09,433264.0
2016-06-13,450475.0
2016-06-17,456749.0
2016-06-21,466563.0
2016-06-25,410558.0
2016-06-29,370956.0
2016-07-03,349825.0
2016-07-07,364951.0
2016-07-11,392909.0
2016-07-15,367025.0
2016-07-19,372107.0
2016-07-23,338444.0
2016-07-27,373465.0
2016-07-31,344641.0
2016-08-04,384713.0
2016-08-08,412180.0
2016-08-12,389404.0
2016-08-16,423764.0
2016-08-20,399739.0
2016-08-24,408587.0
2016-08-28,331778.0
2016-09-01,385974.0
2016-09-05,422188.0
2016-09-09,380834.0
2016-09-13,410171.0
2016-09-17,394081.0
2016-09-21,408745.0
2016-09-25,377263.0
2016-09-29,438502.0
2016-10-03,494066.0
2016-10-07,470157.0
2016-10-11,456719.0
2016-10-15,390688.0
2016-10-19,340010.0
2016-10-23,370500.0
2016-10-27,544308.0
2016-10-31,456149.0
2016-11-04,429052.0
2016-11-08,515899.0
2016-11-12,441806.0
2016-11-16,481300.0
2016-11-20,452258.0
2016-11-24,555782.0
2016-11-28,531725.0
2016-12-02,579169.0
2016-12-06,569492.0
2016-12-10,456468.0
2016-12-14,495462.0
2016-12-18,418499.0
2016-12-22,528879.0
2016-12-26,448558.0
2016-12-30,496025.0
2017-01-03,515024.0
2017-01-07,503341.0
2017-01-11,491693.0
2017-01-15,417279.0
2017-01-19,516339.0
2017-01-23,425650.0
2017-01-27,462951.0
2017-01-31,523037.0
2017-02-04,500098.0
2017-02-08,516491.0
2017-02-12,422085.0
2017-02-16,489190.0
2017-02-20,503953.0
2017-02-24,590852.0
2017-02-28,542157.0
2017-03-04,489858.0
2017-03-08,526233.0
2017-03-12,422479.0
2017-03-16,594406.0
2017-03-20,512638.0
2017-03-24,540390.0
2017-03-28,553957.0
2017-04-01,502791.0
2017-04-05,577217.0
2017-04-09,489533.0
2017-04-13,449522.0
2017-04-17,469210.0
2017-04-21,612636.0
2017-04-25,580199.0
2017-04-29,634026.0
2017-05-03,547222.0
2017-05-07,581370.0
2017-05-11,568522.0
2017-05-15,636240.0
2017-05-19,633618.0
2017-05-23,687291.0
2017-05-27,651462.0
2017-05-31,614127.0
2017-06-04,537388.0
2017-06-08,609713.0
2017-06-12,538625.0
2017-06-16,536166.0
2017-06-20,591484.0
2017-06-24,469728.0
2017-06-28,549137.0
2017-07-02,409306.0
2017-07-06,459295.0
2017-07-10,567053.0
2017-07-14,473083.0
2017-07-18,561056.0
2017-07-22,433136.0
2017-07-26,460147.0
2017-07-30,386559.0
2017-08-03,427729.0
2017-08-07,512718.0
2017-08-11,580988.0
2017-08-15,650900.0
2017-08-19,535351.0
2017-08-23,628517.0
2017-08-27,509083.0
2017-08-31,589298.0
2017-09-04,561329.0
2017-09-08,606486.0
2017-09-12,549110.0
2017-09-16,486763.0
2017-09-20,480583.0
2017-09-24,383449.0
2017-09-28,561793.0
2017-10-02,606138.0
2017-10-06,609683.0
2017-10-10,613364.0
2017-10-14,594482.0
2017-10-18,646494.0
2017-10-22,573815.0
2017-10-26,555570.0
2017-10-30,672661.0
2017-11-03,670963.0
2017-11-07,714417.0
2017-11-11,459977.0
2017-11-15,709294.0
2017-11-19,603430.0
2017-11-23,747162.0
2017-11-27,829651.0
2017-12-01,869275.0
2017-12-05,891236.0
2017-12-09,877575.0
2017-12-13,958477.0
2017-12-17,877465.0
2017-12-21,840740.0
2017-12-25,565075.0
2017-12-29,838926.0
2018-01-02,850802.0
2018-01-06,889099.0
2018-01-10,876990.0
2018-01-14,592042.0
2018-01-18,744190.0
2018-01-22,574421.0
2018-01-26,514622.0
2018-01-30,531441.0
2018-02-03,436197.0
2018-02-07,489403.0
2018-02-11,368625.0
2018-02-15,475030.0
2018-02-19,436342.0
2018-02-23,424503.0
2018-02-27,494788.0
2018-03-03,416967.0
2018-03-07,474917.0
2018-03-11,349041.0
2018-03-15,459150.0
2018-03-19,421648.0
2018-03-23,430897.0
2018-03-27,414091.0
2018-03-31,332753.0
2018-04-04,432978.0
2018-04-08,311300.0
2018-04-12,442158.0
2018-04-16,433712.0
2018-04-20,509923.0
2018-04-24,548252.0
2018-04-28,429929.0
2018-05-02,468951.0
2018-05-06,386315.0
2018-05-10,465046.0
2018-05-14,469798.0
2018-05-18,499648.0
2018-05-22,441616.0
2018-05-26,356716.0
2018-05-30,443065.0
2018-06-03,369975.0
2018-06-07,433804.0
2018-06-11,446188.0
2018-06-15,476263.0
2018-06-19,413610.0
2018-06-23,368137.0
2018-06-27,397242.0
2018-07-01,341862.0
2018-07-05,413998.0
2018-07-09,425385.0
2018-07-13,473175.0
2018-07-17,487160.0
2018-07-21,385950.0
2018-07-25,525952.0
2018-07-29,380501.0
2018-08-02,470017.0
2018-08-06,452410.0
2018-08-10,510030.0
2018-08-14,514445.0
2018-08-18,399289.0
2018-08-22,484463.0
2018-08-26,368938.0
2018-08-30,463657.0
2018-09-03,455957.0
2018-09-07,539383.0
2018-09-11,474061.0
2018-09-15,427958.0
2018-09-19,480228.0
2018-09-23,401264.0
2018-09-27,481908.0
2018-10-01,484983.0
2018-10-05,533087.0
2018-10-09,463257.0
2018-10-13,400481.0
2018-10-17,490531.0
2018-10-21,403199.0
2018-10-25,474715.0
2018-10-29,495174.0
2018-11-02,565269.0
2018-11-06,519342.0
2018-11-10,448643.0
2018-11-14,524970.0
2018-11-18,393876.0
2018-11-22,467175.0
2018-11-26,469613.0
2018-11-30,460123.0
2018-12-04,492965.0
2018-12-08,382550.0
2018-12-12,439270.0
2018-12-16,364388.0
2018-12-20,475406.0
2018-12-24,419725.0
2018-12-28,485694.0
2019-01-01,310120.0
2019-01-05,385489.0
2019-01-09,463346.0
2019-01-13,372207.0
2019-01-17,462879.0
2019-01-21,449404.0
2019-01-25,492261.0
2019-01-29,480702.0
2019-02-02,418174.0
2019-02-06,482655.0
2019-02-10,380922.0
2019-02-14,473265.0
2019-02-18,508261.0
2019-02-22,542172.0
2019-02-26,532149.0
2019-03-02,481021.0
2019-03-06,524992.0
2019-03-10,392557.0
2019-03-14,551001.0
2019-03-18,533680.0
2019-03-22,550986.0
2019-03-26,522961.0
2019-03-30,513840.0
2019-04-03,626468.0
2019-04-07,447559.0
2019-04-11,620631.0
2019-04-15,576183.0
2019-04-19,597098.0
2019-04-23,548492.0
2019-04-27,460846.0
2019-05-01,565408.0
2019-05-05,460613.0
2019-05-09,619054.0
2019-05-13,648734.0
2019-05-17,676115.0
2019-05-21,657474.0
2019-05-25,511153.0
2019-05-29,680323.0
2019-06-02,489569.0
2019-06-06,602273.0
2019-06-10,607094.0
2019-06-14,731367.0
2019-06-18,696937.0
2019-06-22,643642.0
2019-06-26,768792.0
2019-06-30,497075.0
2019-07-04,603018.0
2019-07-08,622449.0
2019-07-12,637928.0
2019-07-16,595749.0
2019-07-20,488968.0
2019-07-24,490408.0
2019-07-28,391947.0
2019-08-01,558918.0
2019-08-05,583599.0
2019-08-09,562840.0
2019-08-13,566410.0
2019-08-17,441149.0
2019-08-21,599152.0
2019-08-25,393555.0
2019-08-29,545362.0
2019-09-02,529944.0
2019-09-06,601748.0
2019-09-10,564563.0
2019-09-14,491282.0
2019-09-18,578686.0
2019-09-22,456990.0
2019-09-26,554702.0
2019-09-30,540376.0
2019-10-04,545609.0
2019-10-08,534935.0
2019-10-12,452069.0
2019-10-16,545056.0
2019-10-20,437713.0
2019-10-24,515253.0
2019-10-28,540579.0
2019-11-01,563151.0
2019-11-05,576664.0
2019-11-09,519291.0
2019-11-13,555616.0
2019-11-17,430853.0
2019-11-21,584765.0
2019-11-25,495578.0
2019-11-29,543960.0
2019-12-03,565368.0
2019-12-07,465570.0
2019-12-11,521113.0
2019-12-15,434034.0
2019-12-19,539310.0
2019-12-24,493086.0
2019-12-28,490465.0
2020-01-01,389706.0
2020-01-05,459065.0
2020-01-09,553318.0
2020-01-13,501600.0
2020-01-17,562153.0
2020-01-21,544525.0
2020-01-25,461312.0
2020-01-29,573372.0
2020-02-02,501222.0
2020-02-06,552411.0
2020-02-10,526825.0
2020-02-14,564227.0
2020-02-18,569291.0
2020-02-22,525819.0
2020-02-26,588558.0
2020-03-01,505885.0
2020-03-05,603996.0
2020-03-09,606002.0
2020-03-14,517382.0
2020-03-18,476482.0
2020-03-22,409829.0
2020-03-26,539881.0
2020-03-30,535787.0
2020-04-03,548300.0
2020-04-07,598670.0
2020-04-11,474445.0
2020-04-15,612959.0
2020-04-19,485888.0
2020-04-23,666919.0
2020-04-27,629817.0
2020-05-01,680654.0
2020-05-05,652289.0
2020-05-09,631542.0
2020-05-13,619855.0
2020-05-17,495954.0
2020-05-21,624412.0
2020-05-26,605213.0
2020-05-30,556912.0
2020-06-03,646746.0
2020-06-07,487527.0
2020-06-11,673800.0
2020-06-15,606713.0
2020-06-19,674050.0
2020-06-23,704215.0
2020-06-27,546558.0
2020-07-01,758469.0
2020-07-05,509206.0
2020-07-09,708162.0
2020-07-13,638906.0
2020-07-17,629600.0
2020-07-21,660884.0
2020-07-25,619497.0
2020-07-29,717842.0
2020-08-02,616214.0
2020-08-06,762479.0
2020-08-10,683507.0
2020-08-14,755913.0
2020-08-18,739835.0
2020-08-22,649053.0
2020-08-26,696908.0
2020-08-30,555079.0
2020-09-03,691592.0
2020-09-07,672721.0
2020-09-11,677215.0
2020-09-15,718787.0
2020-09-19,624125.0
2020-09-23,733591.0
2020-09-27,538619.0
2020-10-01,679937.0
2020-10-05,635097.0
2020-10-09,714645.0
2020-10-13,732250.0
2020-10-17,586741.0
2020-10-21,687152.0
2020-10-25,547380.0
2020-10-29,652778.0
2020-11-02,543348.0
2020-11-06,756129.0
2020-11-10,684892.0
2020-11-14,613373.0
2020-11-18,807705.0
2020-11-22,587237.0
2020-11-26,736612.0
2020-11-30,623554.0
2020-12-04,729984.0
2020-12-08,737193.0
2020-12-12,654893.0
2020-12-16,751162.0
2020-12-20,638816.0
2020-12-24,639280.0
2020-12-28,717073.0
2021-01-01,609741.0
2021-01-05,845343.0
2021-01-09,760179.0
2021-01-13,772596.0
2021-01-17,642730.0
2021-01-21,736588.0
2021-01-25,732867.0
2021-01-29,888960.0
2021-02-02,865515.0
2021-02-06,795079.0
2021-02-10,861426.0
2021-02-14,698818.0
2021-02-18,820203.0
2021-02-22,761941.0
2021-02-26,817077.0
2021-03-02,810035.0
2021-03-06,677322.0
2021-03-10,833186.0
2021-03-14,736008.0
2021-03-18,885634.0
2021-03-22,781908.0
2021-03-26,790548.0
2021-03-30,826466.0
2021-04-03,704293.0
2021-04-07,860993.0
2021-04-11,653736.0
2021-04-15,952400.0
2021-04-19,674744.0
2021-04-23,794322.0
2021-04-27,748381.0
2021-05-01,677778.0
2021-05-05,808208.0
2021-05-09,690253.0
2021-05-13,806882.0
2021-05-17,684281.0
2021-05-21,695822.0
2021-05-25,640506.0
2021-05-29,537305.0
2021-06-02,663855.0
2021-06-06,467665.0
2021-06-10,679752.0
2021-06-14,624698.0
2021-06-18,567037.0
2021-06-22,550948.0
2021-06-26,490112.0
2021-06-30,567655.0
2021-07-04,467442.0
2021-07-08,580441.0
2021-07-12,560833.0
2021-07-16,552751.0
2021-07-20,571829.0
2021-07-24,497255.0
2021-07-28,605433.0
2021-08-01,474430.0
2021-08-05,614597.0
2021-08-09,611235.0
2021-08-13,639596.0
2021-08-17,618951.0
2021-08-21,555440.0
2021-08-25,636566.0
2021-08-29,474721.0
2021-09-02,714181.0
2021-09-06,627019.0
2021-09-10,640477.0
2021-09-14,646621.0
2021-09-18,561878.0
2021-09-22,645903.0
2021-09-26,494512.0
2021-09-30,706763.0
2021-10-04,650133.0
2021-10-08,689788.0
2021-10-12,673664.0
2021-10-16,674026.0
2021-10-20,713105.0
2021-10-24,554996.0
2021-10-28,749957.0
2021-11-01,732119.0
2021-11-05,721315.0
2021-11-09,796734.0
2021-11-13,628022.0
2021-11-17,708703.0
2021-11-21,586185.0
2021-11-25,741152.0
2021-11-29,727580.0
2021-12-03,738749.0
2021-12-07,725368.0
2021-12-11,599422.0
2021-12-15,707659.0
2021-12-19,557914.0
2021-12-23,744101.0
